2	 1:1	 2:21	 3:1.62	 4:64	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:2	 2:30.967417	 3:1.688436	 4:90	 5:2	 6:2	 7:2.180047	 8:2.733077	 9:3	 10:1	 11:2.77962	 12:1	 13:1.454129	 14:0	 15:3	 16:1
1	 1:1	 2:23.474165	 3:1.577115	 4:78	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.876101	 14:0	 15:4	 16:4
1	 1:1	 2:24.317607	 3:1.586751	 4:79.109029	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.852446	 14:0	 15:4	 16:4
1	 1:2	 2:17.052914	 3:1.710616	 4:99.860254	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:.067491	 14:.894105	 15:4	 16:4
1	 1:2	 2:18.04892	 3:1.721384	 4:99.430612	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.579431	 14:.839862	 15:4	 16:4
1	 1:1	 2:22.875223	 3:1.624367	 4:82	 5:2	 6:2	 7:1.826885	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.459274	 15:4	 16:4
1	 1:1	 2:22.884722	 3:1.622787	 4:82	 5:2	 6:2	 7:1.754401	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.301909	 15:4	 16:4
1	 1:2	 2:18.729566	 3:1.855433	 4:112.875283	 5:2	 6:2	 7:2	 8:2.427137	 9:3	 10:1	 11:2.574073	 12:1	 13:1	 14:2	 15:3	 16:4
1	 1:2	 2:21.011124	 3:1.856315	 4:118.183797	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.788585	 14:1.220029	 15:3	 16:4
1	 1:1	 2:18.603496	 3:1.681719	 4:90.671871	 5:2	 6:2	 7:1.524428	 8:3	 9:3	 10:1	 11:1.383831	 12:1	 13:.130417	 14:1	 15:3	 16:4
1	 1:1	 2:21.106056	 3:1.722884	 4:92.949254	 5:2	 6:2	 7:1.164062	 8:3	 9:3	 10:1	 11:1.157395	 12:1	 13:0	 14:.320851	 15:3	 16:4
1	 1:2	 2:23	 3:1.799406	 4:106.528811	 5:2	 6:2	 7:2.123159	 8:3	 9:3	 10:1	 11:2.415343	 12:1	 13:.295178	 14:.569852	 15:3	 16:4
1	 1:2	 2:21.980847	 3:1.819875	 4:106.048516	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.745242	 12:1	 13:0	 14:.80898	 15:3	 16:4
1	 1:2	 2:21.016665	 3:1.790172	 4:105.042194	 5:2	 6:2	 7:2.259679	 8:3	 9:3	 10:1	 11:1.026143	 12:1	 13:.268801	 14:.077818	 15:3	 16:4
1	 1:2	 2:21.72738	 3:1.783782	 4:105.000276	 5:2	 6:2	 7:2.044326	 8:3	 9:3	 10:1	 11:2.35818	 12:1	 13:.349371	 14:0	 15:3	 16:4
1	 1:2	 2:18	 3:1.783906	 4:109.207614	 5:2	 6:2	 7:2	 8:1.867836	 9:3	 10:1	 11:2.438398	 12:1	 13:1	 14:.802305	 15:4	 16:4
1	 1:2	 2:18	 3:1.844218	 4:109.195529	 5:2	 6:2	 7:2	 8:1.548407	 9:3	 10:1	 11:2.191401	 12:1	 13:1	 14:1.676944	 15:4	 16:4
1	 1:1	 2:19.431662	 3:1.631662	 4:82	 5:2	 6:2	 7:2.843456	 8:2.937989	 9:3	 10:1	 11:1.001995	 12:1	 13:0	 14:1.554404	 15:4	 16:4
1	 1:1	 2:18.166318	 3:1.649553	 4:82.323954	 5:2	 6:2	 7:2.864776	 8:3	 9:3	 10:1	 11:1.876915	 12:1	 13:.631565	 14:.186414	 15:4	 16:4
1	 1:2	 2:22.352025	 3:1.754711	 4:105.000706	 5:2	 6:2	 7:2.871137	 8:3	 9:3	 10:1	 11:2.627569	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:22.469351	 3:1.762515	 4:105.000097	 5:2	 6:2	 7:2.282803	 8:3	 9:3	 10:1	 11:2.104264	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:19.524698	 3:1.942725	 4:121.657979	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:1.014808	 15:3	 16:4
1	 1:2	 2:20.491475	 3:1.975663	 4:120.702935	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.767013	 14:1	 15:3	 16:4
1	 1:1	 2:39.213399	 3:1.586301	 4:80	 5:2	 6:2	 7:2.020502	 8:1.237454	 9:3	 10:1	 11:1.93142	 12:1	 13:1.967973	 14:0	 15:3	 16:1
1	 1:1	 2:38.098745	 3:1.598448	 4:80	 5:2	 6:2	 7:2.020785	 8:1.169173	 9:3	 10:1	 11:1.972551	 12:1	 13:1.903338	 14:0	 15:3	 16:1
1	 1:2	 2:19.034033	 3:1.703098	 4:98.296651	 5:2	 6:2	 7:2	 8:2.391753	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.119877	 15:4	 16:4
1	 1:2	 2:17.073648	 3:1.706996	 4:99.544696	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.73209	 14:.048617	 15:4	 16:4
1	 1:1	 2:38.547267	 3:1.526472	 4:75.150345	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.084442	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:38.683794	 3:1.501993	 4:76.642944	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:18	 3:1.784402	 4:108.413119	 5:2	 6:2	 7:2	 8:2.475444	 9:3	 10:1	 11:2.655795	 12:1	 13:1	 14:.169879	 15:4	 16:4
1	 1:2	 2:18	 3:1.792687	 4:108.204547	 5:2	 6:2	 7:2	 8:2.478794	 9:3	 10:1	 11:2.967064	 12:1	 13:1	 14:.4346	 15:4	 16:4
1	 1:2	 2:29.622804	 3:1.814052	 4:109.411622	 5:2	 6:2	 7:2.407817	 8:2.070033	 9:3	 10:1	 11:1.796257	 12:1	 13:1.234483	 14:.178708	 15:3	 16:1
1	 1:2	 2:30.79626	 3:1.789421	 4:109.599453	 5:2	 6:2	 7:2.21498	 8:2.282392	 9:3	 10:1	 11:1.179942	 12:1	 13:1.771754	 14:.537659	 15:3	 16:1
1	 1:1	 2:18	 3:1.686904	 4:90.004046	 5:2	 6:2	 7:2.737149	 8:3	 9:3	 10:1	 11:1.997195	 12:1	 13:1.352663	 14:.468483	 15:3	 16:4
1	 1:1	 2:18.107092	 3:1.703259	 4:91.499683	 5:2	 6:2	 7:1.899793	 8:3	 9:3	 10:1	 11:1.439962	 12:1	 13:.9529	 14:.838847	 15:3	 16:4
1	 1:2	 2:31.335093	 3:1.665798	 4:89.738596	 5:2	 6:2	 7:2.274164	 8:1.049534	 9:3	 10:1	 11:1.358172	 12:1	 13:1.482411	 14:0	 15:3	 16:1
1	 1:2	 2:29	 3:1.66671	 4:89.048151	 5:2	 6:2	 7:1.897796	 8:3	 9:3	 10:1	 11:1.193039	 12:1	 13:.011519	 14:0	 15:3	 16:1
1	 1:1	 2:18.011903	 3:1.65	 4:84.210535	 5:2	 6:2	 7:2.85916	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1.020525	 14:.786066	 15:4	 16:4
1	 1:1	 2:18	 3:1.649439	 4:84.897738	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.039313	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:2	 2:21.077356	 3:1.702002	 4:97.971598	 5:2	 6:2	 7:2	 8:1.66338	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.865851	 15:4	 16:4
1	 1:2	 2:21.052016	 3:1.69382	 4:99.530971	 5:2	 6:2	 7:2	 8:1.672751	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.946173	 15:4	 16:4
1	 1:1	 2:18.078256	 3:1.622999	 4:82.403076	 5:2	 6:2	 7:2.340405	 8:3	 9:3	 10:1	 11:1.655245	 12:1	 13:1.006884	 14:.548539	 15:4	 16:4
1	 1:1	 2:18.063582	 3:1.633675	 4:82.459577	 5:2	 6:2	 7:2.921576	 8:3	 9:3	 10:1	 11:1.003636	 12:1	 13:1.000227	 14:.905596	 15:4	 16:4
1	 1:2	 2:20.418832	 3:1.836669	 4:105.257543	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.793505	 12:1	 13:2.21939	 14:.202902	 15:4	 16:4
1	 1:2	 2:20.580984	 3:1.798354	 4:103.705418	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.401315	 12:1	 13:2.891986	 14:0	 15:4	 16:4
1	 1:2	 2:26.032416	 3:1.824432	 4:105.131956	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.110611	 12:1	 13:1.890907	 14:1.58483	 15:3	 16:4
1	 1:2	 2:25.955361	 3:1.830384	 4:105.479313	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.480277	 12:1	 13:1.796779	 14:1.596562	 15:3	 16:4
1	 1:2	 2:26.015448	 3:1.829907	 4:105.436173	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.224914	 12:1	 13:1.781589	 14:1.59405	 15:3	 16:4
1	 1:2	 2:25.920738	 3:1.823755	 4:105.800158	 5:2	 6:2	 7:2.92711	 8:3	 9:3	 10:1	 11:2.151496	 12:1	 13:1.166064	 14:1.509831	 15:3	 16:4
1	 1:2	 2:29.633715	 3:1.834842	 4:105.19936	 5:2	 6:2	 7:2.805533	 8:3	 9:3	 10:1	 11:1.882847	 12:1	 13:2	 14:.70778	 15:3	 16:1
1	 1:2	 2:32.895637	 3:1.783901	 4:103.771371	 5:2	 6:2	 7:2.902469	 8:1.734762	 9:3	 10:1	 11:2.600238	 12:1	 13:2.113992	 14:.584755	 15:3	 16:1
1	 1:2	 2:38.748307	 3:1.782067	 4:103.586342	 5:2	 6:2	 7:2.845961	 8:1.92822	 9:3	 10:1	 11:2.642273	 12:1	 13:2.999918	 14:1	 15:2	 16:1
1	 1:2	 2:39.685846	 3:1.781032	 4:96.303855	 5:2	 6:2	 7:2.252698	 8:2.475228	 9:3	 10:1	 11:2.923856	 12:1	 13:2.165429	 14:.616045	 15:2	 16:1
1	 1:1	 2:33.226808	 3:1.557943	 4:77.647716	 5:2	 6:2	 7:2.02091	 8:2.093831	 9:3	 10:1	 11:1.506518	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:26.220065	 3:1.560258	 4:78.435904	 5:2	 6:2	 7:2.108163	 8:1.231915	 9:3	 10:1	 11:1.808127	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:23.090215	 3:1.596586	 4:80.726195	 5:2	 6:2	 7:1.518966	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.094046	 15:4	 16:4
1	 1:1	 2:24.565628	 3:1.62093	 4:81.718232	 5:2	 6:2	 7:2.260543	 8:1.374791	 9:3	 10:1	 11:1.947935	 12:1	 13:0	 14:.078607	 15:4	 16:4
1	 1:1	 2:42.586285	 3:1.571417	 4:81.918809	 5:2	 6:2	 7:2.522183	 8:1.326982	 9:3	 10:1	 11:1.872673	 12:1	 13:1.048507	 14:0	 15:4	 16:1
1	 1:1	 2:43.719395	 3:1.584322	 4:80.986496	 5:2	 6:2	 7:2.186322	 8:2.900915	 9:3	 10:1	 11:2.471033	 12:1	 13:.256113	 14:0	 15:4	 16:1
1	 1:1	 2:43.37634	 3:1.582523	 4:81.919454	 5:2	 6:2	 7:2.76632	 8:1.317884	 9:3	 10:1	 11:1.889341	 12:1	 13:.990642	 14:0	 15:4	 16:1
1	 1:1	 2:39.648946	 3:1.572791	 4:80.086524	 5:2	 6:2	 7:2.071622	 8:2.977909	 9:3	 10:1	 11:1.468297	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:1	 2:22.693989	 3:1.627908	 4:82	 5:2	 6:2	 7:1.918251	 8:1.355752	 9:3	 10:1	 11:1.998108	 12:1	 13:0	 14:1.382906	 15:3	 16:4
1	 1:1	 2:22.676243	 3:1.620938	 4:82.283185	 5:2	 6:2	 7:1.967061	 8:1	 9:3	 10:1	 11:2.548651	 12:1	 13:.249264	 14:1.516731	 15:3	 16:4
1	 1:1	 2:22.804818	 3:1.613119	 4:82.636162	 5:2	 6:2	 7:2.964419	 8:1	 9:3	 10:1	 11:2.977516	 12:1	 13:.742113	 14:2	 15:3	 16:4
1	 1:1	 2:22.857123	 3:1.62686	 4:82.410189	 5:2	 6:2	 7:2.640801	 8:1.015488	 9:3	 10:1	 11:2.022355	 12:1	 13:.244749	 14:.289218	 15:3	 16:4
1	 1:2	 2:23.096353	 3:1.728183	 4:97.959899	 5:2	 6:2	 7:2	 8:2.986172	 9:3	 10:1	 11:2.364208	 12:1	 13:2.492402	 14:1.632506	 15:4	 16:4
1	 1:2	 2:22.815416	 3:1.732694	 4:98.44113	 5:2	 6:2	 7:2	 8:2.993623	 9:3	 10:1	 11:2.326635	 12:1	 13:2.236586	 14:1.529423	 15:4	 16:4
1	 1:1	 2:21.02064	 3:1.65	 4:88.129437	 5:2	 6:2	 7:2.870152	 8:1.001383	 9:3	 10:1	 11:3	 12:1	 13:1.322558	 14:1	 15:4	 16:4
1	 1:1	 2:21.001458	 3:1.65	 4:88.026943	 5:2	 6:2	 7:2.482575	 8:1.001542	 9:3	 10:1	 11:3	 12:1	 13:1.751656	 14:1	 15:4	 16:4
1	 1:1	 2:22.87795	 3:1.66913	 4:86.002736	 5:2	 6:2	 7:2.290095	 8:2.590283	 9:3	 10:1	 11:2.506296	 12:1	 13:.312254	 14:1	 15:4	 16:4
1	 1:1	 2:22.847618	 3:1.669136	 4:85.568385	 5:2	 6:2	 7:2.074843	 8:1.773916	 9:3	 10:1	 11:2.428271	 12:1	 13:.035091	 14:1	 15:4	 16:4
1	 1:1	 2:23	 3:1.611058	 4:84.191125	 5:2	 6:2	 7:2.14128	 8:2.989112	 9:3	 10:1	 11:2.519841	 12:1	 13:2.11137	 14:.013483	 15:4	 16:4
1	 1:1	 2:23	 3:1.649736	 4:84.134712	 5:2	 6:2	 7:2.334474	 8:1.496776	 9:3	 10:1	 11:2.776724	 12:1	 13:.782416	 14:.167728	 15:4	 16:4
1	 1:1	 2:39.129291	 3:1.532643	 4:77.550345	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.186996	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:37.441044	 3:1.524293	 4:76.202761	 5:2	 6:2	 7:2	 8:2.994046	 9:3	 10:1	 11:1.603549	 12:1	 13:1.335857	 14:0	 15:3	 16:1
1	 1:2	 2:22.969366	 3:1.701634	 4:95	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.133469	 12:1	 13:1.030199	 14:1.082838	 15:4	 16:4
1	 1:2	 2:22.735328	 3:1.723921	 4:94.743892	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.183149	 12:1	 13:1.932386	 14:.212767	 15:4	 16:4
1	 1:2	 2:23.32471	 3:1.769484	 4:96.078462	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:2	 2:23.668137	 3:1.777416	 4:97.842406	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:1	 2:21.895468	 3:1.64456	 4:88.119139	 5:2	 6:2	 7:2.693859	 8:1.000283	 9:3	 10:1	 11:3	 12:1	 13:1.201403	 14:1.612432	 15:4	 16:4
1	 1:1	 2:21.3928	 3:1.641149	 4:88.079177	 5:2	 6:2	 7:2.607747	 8:1.000414	 9:3	 10:1	 11:3	 12:1	 13:1.269169	 14:1.460564	 15:4	 16:4
1	 1:1	 2:18.178076	 3:1.642892	 4:82.144405	 5:2	 6:2	 7:2.66889	 8:3	 9:3	 10:1	 11:1.172593	 12:1	 13:.886448	 14:1.252677	 15:4	 16:4
1	 1:1	 2:18.907514	 3:1.65	 4:82.01831	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:.215187	 14:1.195929	 15:4	 16:4
1	 1:2	 2:26.011928	 3:1.777251	 4:106.452367	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.911379	 12:1	 13:1.911096	 14:1.032392	 15:3	 16:4
1	 1:2	 2:25.696736	 3:1.814696	 4:107.55963	 5:2	 6:2	 7:2.921225	 8:3	 9:3	 10:1	 11:2.869439	 12:1	 13:.181753	 14:.133523	 15:3	 16:4
1	 1:1	 2:40.466313	 3:1.559005	 4:77.601483	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.572371	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:38.445148	 3:1.556028	 4:77.684229	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.440629	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:24.473062	 3:1.653751	 4:91.204753	 5:2	 6:2	 7:1.492834	 8:3	 9:3	 10:1	 11:1.005367	 12:1	 13:.922739	 14:.733221	 15:4	 16:1
1	 1:2	 2:23.479181	 3:1.680171	 4:91.068054	 5:2	 6:2	 7:1.220024	 8:3	 9:3	 10:1	 11:1.046254	 12:1	 13:.520989	 14:.61599	 15:4	 16:1
1	 1:1	 2:38.397463	 3:1.552648	 4:80	 5:2	 6:2	 7:2.667676	 8:1.135278	 9:3	 10:1	 11:1.399629	 12:1	 13:1.648883	 14:0	 15:3	 16:1
1	 1:1	 2:37.974483	 3:1.560215	 4:80	 5:2	 6:2	 7:2.569075	 8:2.463113	 9:3	 10:1	 11:1.567366	 12:1	 13:.359134	 14:0	 15:3	 16:1
1	 1:2	 2:31.783524	 3:1.672959	 4:90	 5:2	 6:2	 7:2.949242	 8:1.782109	 9:3	 10:1	 11:2.210997	 12:1	 13:1.992719	 14:0	 15:3	 16:1
1	 1:2	 2:29.681308	 3:1.680058	 4:89.994351	 5:2	 6:2	 7:2.104772	 8:2.376374	 9:3	 10:1	 11:2.218691	 12:1	 13:1.52184	 14:0	 15:3	 16:1
1	 1:2	 2:21.587743	 3:1.664752	 4:94.256547	 5:2	 6:2	 7:2	 8:2.976098	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.39322	 15:4	 16:4
1	 1:2	 2:21.746113	 3:1.668553	 4:94.454394	 5:2	 6:2	 7:2	 8:2.968098	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.292476	 15:4	 16:4
1	 1:2	 2:39.569004	 3:1.785286	 4:100.431625	 5:2	 6:2	 7:2.871768	 8:1.792695	 9:3	 10:1	 11:2.691322	 12:1	 13:2.545707	 14:.903903	 15:2	 16:1
1	 1:2	 2:36.67933	 3:1.780725	 4:98.790167	 5:2	 6:2	 7:2.540949	 8:1.116401	 9:3	 10:1	 11:2.929123	 12:1	 13:2.787319	 14:.732881	 15:2	 16:1
1	 1:2	 2:22.927011	 3:1.751046	 4:95.285898	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.530301	 12:1	 13:2.89118	 14:1.287117	 15:4	 16:4
1	 1:2	 2:23.329344	 3:1.751365	 4:95.290429	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:2	 2:22.126325	 3:1.717262	 4:98.579156	 5:2	 6:2	 7:2	 8:2.984523	 9:3	 10:1	 11:2.263551	 12:1	 13:2.819661	 14:2	 15:4	 16:4
1	 1:2	 2:21.679158	 3:1.741393	 4:98.182498	 5:2	 6:2	 7:2	 8:2.978103	 9:3	 10:1	 11:2.668261	 12:1	 13:2.462269	 14:1.402414	 15:4	 16:4
1	 1:2	 2:36.673882	 3:1.7921	 4:101.285765	 5:2	 6:2	 7:2.222282	 8:1.578751	 9:3	 10:1	 11:2.791604	 12:1	 13:2.352091	 14:.317846	 15:3	 16:1
1	 1:2	 2:37.936044	 3:1.785957	 4:99.199287	 5:2	 6:2	 7:2.04516	 8:1.874532	 9:3	 10:1	 11:2.856521	 12:1	 13:2.005286	 14:.105408	 15:3	 16:1
1	 1:1	 2:22.226815	 3:1.609068	 4:83.785312	 5:2	 6:2	 7:2.094184	 8:2.735706	 9:3	 10:1	 11:2.257922	 12:1	 13:2.230547	 14:.195339	 15:4	 16:4
1	 1:1	 2:22.538932	 3:1.603963	 4:82.012637	 5:2	 6:2	 7:1.123672	 8:1.014916	 9:3	 10:1	 11:2.042078	 12:1	 13:1.846666	 14:1.426103	 15:4	 16:4
1	 1:1	 2:22.307413	 3:1.605495	 4:82.528575	 5:2	 6:2	 7:2.049112	 8:2.622055	 9:3	 10:1	 11:2.280555	 12:1	 13:2.052896	 14:.896185	 15:4	 16:4
1	 1:1	 2:22.362877	 3:1.607182	 4:82.368441	 5:2	 6:2	 7:1.880534	 8:2.806566	 9:3	 10:1	 11:2.313245	 12:1	 13:2.146778	 14:.196084	 15:4	 16:4
1	 1:1	 2:22.89974	 3:1.661715	 4:82.595793	 5:2	 6:2	 7:1.203754	 8:1.355354	 9:3	 10:1	 11:2.765593	 12:1	 13:.128342	 14:1.659476	 15:3	 16:4
1	 1:1	 2:22.997168	 3:1.655742	 4:82.46376	 5:2	 6:2	 7:2.73691	 8:1.478334	 9:3	 10:1	 11:2.677409	 12:1	 13:.065264	 14:.40699	 15:3	 16:4
1	 1:1	 2:38.895069	 3:1.549257	 4:80	 5:2	 6:2	 7:2.736628	 8:1.130751	 9:3	 10:1	 11:1.385175	 12:1	 13:1.666965	 14:0	 15:3	 16:1
1	 1:1	 2:40.789529	 3:1.549748	 4:80	 5:2	 6:2	 7:2	 8:1.099151	 9:3	 10:1	 11:1.687611	 12:1	 13:1.874662	 14:0	 15:3	 16:1
1	 1:1	 2:40.654155	 3:1.52906	 4:79.760922	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:38.542937	 3:1.517248	 4:79.843221	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.095134	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:25.95383	 3:1.65731	 4:90	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.413643	 14:.920858	 15:3	 16:1
1	 1:2	 2:26.826961	 3:1.673287	 4:90	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.884935	 14:.12228	 15:3	 16:1
1	 1:1	 2:23.803904	 3:1.581527	 4:78.089575	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.057758	 14:0	 15:4	 16:4
1	 1:1	 2:23.652435	 3:1.562724	 4:80.535698	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.389717	 14:0	 15:4	 16:4
1	 1:2	 2:20.677105	 3:1.781251	 4:102.950929	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.618189	 12:1	 13:.571648	 14:0	 15:4	 16:4
1	 1:2	 2:21.797388	 3:1.775584	 4:103.605896	 5:2	 6:2	 7:2.121909	 8:3	 9:3	 10:1	 11:2.500556	 12:1	 13:1.20758	 14:0	 15:4	 16:4
1	 1:2	 2:22.719385	 3:1.746645	 4:96.875502	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.714091	 12:1	 13:2.64102	 14:1.224737	 15:4	 16:4
1	 1:2	 2:22.177099	 3:1.741353	 4:96.738014	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.697661	 12:1	 13:2.614909	 14:1.229474	 15:4	 16:4
1	 1:1	 2:23.099906	 3:1.571812	 4:78.997166	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.402614	 14:0	 15:4	 16:4
1	 1:1	 2:24.17851	 3:1.589027	 4:80.553067	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.011477	 14:0	 15:4	 16:4
1	 1:2	 2:20.924808	 3:1.803245	 4:105.686091	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.290368	 12:1	 13:.001086	 14:.544128	 15:3	 16:4
1	 1:2	 2:20.975973	 3:1.792646	 4:105.619143	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.025275	 12:1	 13:.00203	 14:.175587	 15:3	 16:4
1	 1:2	 2:21.856301	 3:1.87199	 4:115.627554	 5:2	 6:2	 7:2	 8:2.358455	 9:3	 10:1	 11:2.515765	 12:1	 13:.98232	 14:1.157466	 15:3	 16:4
1	 1:2	 2:18.140751	 3:1.859056	 4:111.235188	 5:2	 6:2	 7:2	 8:1.706551	 9:3	 10:1	 11:2.039514	 12:1	 13:1	 14:2	 15:3	 16:4
1	 1:1	 2:18	 3:1.692242	 4:90.019501	 5:2	 6:2	 7:2.642744	 8:3	 9:3	 10:1	 11:1.904054	 12:1	 13:1.645654	 14:.363549	 15:3	 16:4
1	 1:1	 2:18	 3:1.683	 4:90.924208	 5:2	 6:2	 7:2.387426	 8:3	 9:3	 10:1	 11:1.77962	 12:1	 13:.743005	 14:.920162	 15:3	 16:4
1	 1:1	 2:20.206358	 3:1.738397	 4:93.890682	 5:2	 6:2	 7:1.996638	 8:3	 9:3	 10:1	 11:1.033199	 12:1	 13:.584793	 14:.518297	 15:3	 16:4
1	 1:1	 2:18.152876	 3:1.694969	 4:92.508122	 5:2	 6:2	 7:2.107854	 8:3	 9:3	 10:1	 11:1.383894	 12:1	 13:1.030526	 14:.831412	 15:3	 16:4
1	 1:2	 2:22.336216	 3:1.785718	 4:105.055686	 5:2	 6:2	 7:2.253707	 8:3	 9:3	 10:1	 11:2.524432	 12:1	 13:.58216	 14:.175694	 15:3	 16:4
1	 1:2	 2:23	 3:1.7425	 4:105.028665	 5:2	 6:2	 7:2.393837	 8:3	 9:3	 10:1	 11:2.01499	 12:1	 13:.978815	 14:.41322	 15:3	 16:4
1	 1:2	 2:22.088059	 3:1.803132	 4:106.329569	 5:2	 6:2	 7:2.348745	 8:3	 9:3	 10:1	 11:2.096751	 12:1	 13:.544564	 14:.67688	 15:3	 16:4
1	 1:2	 2:23	 3:1.774644	 4:105.966894	 5:2	 6:2	 7:2.312825	 8:3	 9:3	 10:1	 11:2.073497	 12:1	 13:.614466	 14:.579541	 15:3	 16:4
1	 1:2	 2:20.993067	 3:1.782269	 4:104.97003	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.234943	 12:1	 13:.008368	 14:0	 15:3	 16:4
1	 1:2	 2:20.654752	 3:1.780791	 4:102.921218	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.613829	 12:1	 13:1.251665	 14:0	 15:3	 16:4
1	 1:2	 2:21.624552	 3:1.790151	 4:106.320686	 5:2	 6:2	 7:2.490776	 8:3	 9:3	 10:1	 11:2.654517	 12:1	 13:.112454	 14:.756339	 15:3	 16:4
1	 1:2	 2:21.682636	 3:1.818641	 4:105.496975	 5:2	 6:2	 7:2.078082	 8:3	 9:3	 10:1	 11:2.895614	 12:1	 13:.06275	 14:.261793	 15:3	 16:4
1	 1:2	 2:18	 3:1.806827	 4:108.829395	 5:2	 6:2	 7:2	 8:1.24884	 9:3	 10:1	 11:2.416213	 12:1	 13:1	 14:1.546738	 15:4	 16:4
