1	 1:.2	 2:.4	 3:0	 4:.0000277778	 5:0	 6:.993592814	 7:.0000277778	 8:.666666667	 9:5
1	 1:.125	 2:.03030303	 3:0	 4:.008194444	 5:.454545455	 6:.993592814	 7:.008194444	 8:0	 9:7
1	 1:.03030303	 2:.2	 3:0	 4:.081271495	 5:0	 6:0	 7:.081271495	 8:.888888889	 9:7
1	 1:.1875	 2:.6	 3:0	 4:.97228836	 5:0	 6:0	 7:.081211971	 8:.714285714	 9:7
1	 1:.006802721	 2:.2	 3:0	 4:.132260251	 5:0	 6:0	 7:.132260251	 8:.8125	 9:7
1	 1:.054054054	 2:.032258065	 3:0	 4:.170765542	 5:.709677419	 6:.993592814	 7:.000763889	 8:0	 9:7
1	 1:.083333333	 2:.064516129	 3:.5	 4:.000403439	 5:.709677419	 6:.993592814	 7:.000279431	 8:0	 9:7
1	 1:.037037037	 2:.016129032	 3:0	 4:.000686177	 5:.709677419	 6:.993592814	 7:.000686177	 8:0	 9:7
1	 1:.130434783	 2:.048387097	 3:0	 4:.446365741	 5:.709677419	 6:.993592814	 7:.408594577	 8:0	 9:7
2	 1:.392857143	 2:.177419355	 3:.5	 4:.001623677	 5:.709677419	 6:.993592814	 7:.001145833	 8:1	 9:7
1	 1:.014925373	 2:.016129032	 3:0	 4:.819750331	 5:.709677419	 6:.993592814	 7:.819750331	 8:0	 9:7
1	 1:.090909091	 2:.142857143	 3:0	 4:.000041336	 5:0	 6:0	 7:.0000082672	 8:.75	 9:7
1	 1:0	 2:.066666667	 3:0	 4:.15505787	 5:0	 6:0	 7:.15505787	 8:0	 9:1
1	 1:.6	 2:.037974684	 3:0	 4:.863435185	 5:.772151899	 6:.993528095	 7:.863435185	 8:0	 9:5
1	 1:.008196721	 2:.055555556	 3:0	 4:.883321759	 5:0	 6:0	 7:.883321759	 8:0	 9:5
1	 1:.052631579	 2:.055555556	 3:0	 4:.987798611	 5:0	 6:0	 7:.987798611	 8:0	 9:5
1	 1:.043478261	 2:.071428571	 3:0	 4:.11472608	 5:0	 6:0	 7:.11472608	 8:0	 9:3
2	 1:.021148036	 2:.5	 3:1	 4:.113815586	 5:0	 6:0	 7:.113726852	 8:.848214286	 9:3
1	 1:.047619048	 2:.034482759	 3:0	 4:.43255787	 5:.379310345	 6:0	 7:.43255787	 8:0	 9:3
2	 1:.8125	 2:.448275862	 3:1	 4:.399768519	 5:.379310345	 6:0	 7:.399749228	 8:1	 9:3
1	 1:.142857143	 2:.058823529	 3:0	 4:.623186728	 5:0	 6:0	 7:.623186728	 8:0	 9:3
1	 1:.025641026	 2:.058823529	 3:0	 4:.926655093	 5:0	 6:0	 7:.926655093	 8:0	 9:3
1	 1:.018518519	 2:.058823529	 3:0	 4:.130590278	 5:0	 6:0	 7:.130590278	 8:0	 9:5
1	 1:.035714286	 2:.058823529	 3:0	 4:.012587963	 5:0	 6:0	 7:.012587963	 8:0	 9:5
1	 1:.024390244	 2:.058823529	 3:0	 4:.067856482	 5:0	 6:0	 7:.067856482	 8:0	 9:5
1	 1:.5	 2:.058823529	 3:0	 4:.167518519	 5:0	 6:0	 7:.167518519	 8:0	 9:5
1	 1:.05	 2:.012658228	 3:0	 4:.996907407	 5:.772151899	 6:.993528095	 7:.996907407	 8:0	 9:5
1	 1:.032786885	 2:.050632911	 3:0	 4:.997226852	 5:.772151899	 6:.993528095	 7:.99719213	 8:0	 9:5
1	 1:.857142857	 2:.075949367	 3:0	 4:.94525463	 5:.772151899	 6:.993528095	 7:.836622685	 8:0	 9:5
1	 1:.05	 2:.066666667	 3:0	 4:.020227624	 5:0	 6:.993592814	 7:.020227624	 8:0	 9:3
1	 1:.066666667	 2:.076923077	 3:0	 4:.039851191	 5:0	 6:0	 7:.039851191	 8:0	 9:7
1	 1:.113636364	 2:.333333333	 3:0	 4:.125127315	 5:0	 6:.993592814	 7:.06964892	 8:.9375	 9:3
1	 1:.25	 2:.066666667	 3:0	 4:.038715278	 5:0	 6:.993592814	 7:.038715278	 8:0	 9:3
2	 1:.076923077	 2:1	 3:1	 4:.132827381	 5:0	 6:0	 7:.003164683	 8:.916666667	 9:7
1	 1:.04	 2:.066666667	 3:0	 4:.99941358	 5:0	 6:.993592814	 7:.99941358	 8:0	 9:3
1	 1:.166666667	 2:.4	 3:0	 4:.842127976	 5:0	 6:0	 7:.842127976	 8:.818181818	 9:7
1	 1:.017241379	 2:.034482759	 3:0	 4:.000003858	 5:.379310345	 6:0	 7:.000003858	 8:0	 9:3
1	 1:.040816327	 2:.133333333	 3:0	 4:.607083333	 5:0	 6:0	 7:.337824074	 8:.925925926	 9:1
2	 1:.1875	 2:.2	 3:.5	 4:.58193287	 5:0	 6:0	 7:.581655093	 8:.666666667	 9:1
1	 1:.222222222	 2:.142857143	 3:0	 4:.151720679	 5:0	 6:0	 7:.151705247	 8:1	 9:3
1	 1:.1	 2:.071428571	 3:0	 4:.629606482	 5:0	 6:0	 7:.629606482	 8:0	 9:3
1	 1:.083333333	 2:.071428571	 3:0	 4:.642951389	 5:0	 6:0	 7:.642951389	 8:0	 9:3
1	 1:.076923077	 2:.012658228	 3:0	 4:.00655787	 5:.772151899	 6:.993528095	 7:.00655787	 8:0	 9:5
1	 1:.03125	 2:.034482759	 3:0	 4:.572268519	 5:.379310345	 6:0	 7:.572268519	 8:0	 9:3
1	 1:.111111111	 2:.034482759	 3:0	 4:.520868056	 5:.379310345	 6:0	 7:.520868056	 8:0	 9:3
1	 1:.017241379	 2:.055555556	 3:0	 4:.001821759	 5:0	 6:0	 7:.001821759	 8:0	 9:5
1	 1:.016949153	 2:.055555556	 3:0	 4:.005506944	 5:0	 6:0	 7:.005506944	 8:0	 9:5
1	 1:.008196721	 2:.055555556	 3:0	 4:.009516204	 5:0	 6:0	 7:.009516204	 8:0	 9:5
1	 1:.076923077	 2:.111111111	 3:0	 4:.128446759	 5:0	 6:0	 7:.128425926	 8:.8	 9:5
1	 1:.05	 2:.055555556	 3:0	 4:.387030093	 5:0	 6:0	 7:.387030093	 8:0	 9:5
1	 1:.125	 2:.111111111	 3:0	 4:.212386574	 5:0	 6:0	 7:.212368056	 8:.875	 9:5
1	 1:.020408163	 2:.043478261	 3:0	 4:.888576389	 5:.217391304	 6:.993592814	 7:.888576389	 8:0	 9:3
1	 1:.181818182	 2:.064516129	 3:0	 4:.01401455	 5:.419354839	 6:0	 7:.003943452	 8:0	 9:7
1	 1:.022727273	 2:.01754386	 3:0	 4:.928141534	 5:.684210526	 6:.993528095	 7:.928141534	 8:0	 9:7
1	 1:.2	 2:.035087719	 3:0	 4:.916130952	 5:.684210526	 6:.993528095	 7:.916089616	 8:0	 9:7
1	 1:.050847458	 2:.052631579	 3:0	 4:.935491071	 5:.684210526	 6:.993528095	 7:.935491071	 8:0	 9:7
1	 1:.020833333	 2:.071428571	 3:0	 4:.187562831	 5:0	 6:0	 7:.187562831	 8:0	 9:7
1	 1:.086956522	 2:.142857143	 3:0	 4:.308923611	 5:0	 6:0	 7:.308897156	 8:1	 9:7
1	 1:.142857143	 2:.035714286	 3:0	 4:.769155093	 5:.357142857	 6:.993592814	 7:.769155093	 8:0	 9:1
1	 1:.117647059	 2:.071428571	 3:0	 4:.775011574	 5:.357142857	 6:.993592814	 7:.775011574	 8:0	 9:1
1	 1:.083333333	 2:.032258065	 3:0	 4:.13051422	 5:.419354839	 6:0	 7:.13051422	 8:0	 9:7
1	 1:.034482759	 2:.2	 3:0	 4:.023159722	 5:0	 6:0	 7:.023159722	 8:1	 9:1
1	 1:.04	 2:.2	 3:0	 4:.2584375	 5:0	 6:0	 7:.2584375	 8:.944444444	 9:1
1	 1:.222222222	 2:.4	 3:0	 4:.42662037	 5:0	 6:0	 7:.426550926	 8:1	 9:1
1	 1:.111111111	 2:.071428571	 3:0	 4:.553996914	 5:0	 6:.993592814	 7:.553996914	 8:0	 9:3
1	 1:.133333333	 2:.142857143	 3:0	 4:.200798611	 5:0	 6:.993592814	 7:.200787037	 8:.909090909	 9:3
1	 1:.042553191	 2:.285714286	 3:.5	 4:.634618056	 5:0	 6:.993592814	 7:.634483025	 8:.806451613	 9:3
1	 1:.333333333	 2:.071428571	 3:0	 4:.692199074	 5:0	 6:.993592814	 7:.692199074	 8:0	 9:3
1	 1:.125	 2:.052631579	 3:0	 4:.054462632	 5:.052631579	 6:0	 7:.054462632	 8:0	 9:7
1	 1:.111111111	 2:.052631579	 3:0	 4:.091727844	 5:.052631579	 6:0	 7:.091727844	 8:0	 9:7
1	 1:.038461538	 2:.105263158	 3:0	 4:.902852183	 5:.052631579	 6:0	 7:.141405423	 8:.76	 9:7
1	 1:.076923077	 2:.022222222	 3:0	 4:.0000115741	 5:.6	 6:.993592814	 7:.0000115741	 8:0	 9:3
1	 1:.017241379	 2:.022222222	 3:0	 4:.745270062	 5:.6	 6:.993592814	 7:.745270062	 8:0	 9:3
1	 1:.045454545	 2:.066666667	 3:0	 4:.620011525	 5:0	 6:.999935281	 7:.620011525	 8:0	 9:7
1	 1:.142857143	 2:.066666667	 3:0	 4:.477508184	 5:0	 6:.999935281	 7:.477508184	 8:0	 9:7
2	 1:.12	 2:.2	 3:1	 4:.616516204	 5:.4	 6:.993592814	 7:.616481482	 8:1	 9:1
1	 1:.25	 2:.032258065	 3:0	 4:.540758929	 5:.419354839	 6:0	 7:.540758929	 8:0	 9:7
1	 1:.75	 2:.096774194	 3:.5	 4:.69156746	 5:.419354839	 6:0	 7:.53869709	 8:0	 9:7
1	 1:.052631579	 2:.032258065	 3:0	 4:.693703704	 5:.419354839	 6:0	 7:.693703704	 8:0	 9:7
2	 1:.214285714	 2:.666666667	 3:1	 4:.571450066	 5:0	 6:0	 7:.103779762	 8:.714285714	 9:7
1	 1:.05	 2:.071428571	 3:0	 4:.310416667	 5:0	 6:0	 7:.310416667	 8:0	 9:3
1	 1:0	 2:.071428571	 3:0	 4:.619637346	 5:0	 6:0	 7:.619637346	 8:0	 9:3
1	 1:.125	 2:.071428571	 3:0	 4:.766033951	 5:0	 6:0	 7:.766033951	 8:0	 9:3
1	 1:.055555556	 2:.066666667	 3:0	 4:.00876623	 5:0	 6:.999935281	 7:.00876623	 8:0	 9:7
1	 1:.083333333	 2:.066666667	 3:0	 4:.008312593	 5:0	 6:.999935281	 7:.008312593	 8:0	 9:7
1	 1:.1	 2:.066666667	 3:0	 4:.341012469	 5:0	 6:.999935281	 7:.341012469	 8:0	 9:7
1	 1:.03125	 2:.066666667	 3:0	 4:.09091132	 5:0	 6:.999935281	 7:.09091132	 8:0	 9:7
1	 1:.010416667	 2:.066666667	 3:0	 4:.862707355	 5:0	 6:.999935281	 7:.862707355	 8:0	 9:7
2	 1:.120689655	 2:.466666667	 3:1	 4:.627956304	 5:0	 6:.999935281	 7:.627784657	 8:.947368421	 9:7
1	 1:.285714286	 2:.166666667	 3:0	 4:.035798611	 5:0	 6:.993592814	 7:.034780093	 8:.666666667	 9:1
1	 1:.007246377	 2:.083333333	 3:0	 4:.076979167	 5:0	 6:.993592814	 7:.076979167	 8:0	 9:1
1	 1:.1	 2:.166666667	 3:0	 4:.037488426	 5:0	 6:.993592814	 7:.037395833	 8:1	 9:1
1	 1:.032258065	 2:.2	 3:0	 4:.001196759	 5:0	 6:0	 7:.0000648148	 8:.75	 9:5
1	 1:.015384615	 2:.1	 3:0	 4:.001497685	 5:0	 6:0	 7:.001497685	 8:.782608696	 9:5
1	 1:.25	 2:.041666667	 3:0	 4:.99556713	 5:.25	 6:0	 7:.99556713	 8:0	 9:1
1	 1:.054054054	 2:.4	 3:0	 4:.001150794	 5:0	 6:0	 7:.000333995	 8:.75	 9:7
1	 1:.5	 2:.2	 3:0	 4:.051347553	 5:0	 6:0	 7:.051347553	 8:1	 9:7
1	 1:.222222222	 2:.4	 3:0	 4:.077220569	 5:0	 6:0	 7:.077220569	 8:.833333333	 9:7
1	 1:.04	 2:.033333333	 3:0	 4:.706233466	 5:.4	 6:.676404764	 7:.706233466	 8:0	 9:7
2	 1:.159574468	 2:.5	 3:1	 4:.987270172	 5:.4	 6:.676404764	 7:.700325728	 8:.884615385	 9:7
1	 1:.023255814	 2:.111111111	 3:0	 4:.992525463	 5:0	 6:.967640476	 7:.992525463	 8:.909090909	 9:5
1	 1:.023529412	 2:.222222222	 3:0	 4:.860608796	 5:0	 6:.967640476	 7:.860599537	 8:.935483871	 9:5
1	 1:.010416667	 2:.111111111	 3:0	 4:.988324074	 5:0	 6:.967640476	 7:.988324074	 8:1	 9:5
1	 1:.2	 2:.1	 3:0	 4:.000104167	 5:0	 6:0	 7:.000104167	 8:.666666667	 9:1
1	 1:.028571429	 2:.1	 3:0	 4:.33494213	 5:0	 6:0	 7:.33494213	 8:.76	 9:1
2	 1:.555555556	 2:.5	 3:.5	 4:.844375	 5:0	 6:0	 7:.844375	 8:.75	 9:1
1	 1:.037037037	 2:.166666667	 3:0	 4:.01775463	 5:0	 6:.999935281	 7:.01775463	 8:.8	 9:3
1	 1:.142857143	 2:.333333333	 3:0	 4:.320486111	 5:0	 6:.999935281	 7:.014382716	 8:.857142857	 9:3
1	 1:.25	 2:.166666667	 3:0	 4:.02658179	 5:0	 6:.999935281	 7:.02658179	 8:1	 9:3
1	 1:.157894737	 2:.214285714	 3:0	 4:.045992064	 5:0	 6:0	 7:.04598545	 8:.5	 9:7
1	 1:.5	 2:.02173913	 3:0	 4:.425694444	 5:.608695652	 6:.993592814	 7:.425694444	 8:0	 9:1
1	 1:.034482759	 2:.02173913	 3:0	 4:.520648148	 5:.608695652	 6:.993592814	 7:.520648148	 8:0	 9:1
1	 1:.020833333	 2:.02173913	 3:0	 4:.539768519	 5:.608695652	 6:.993592814	 7:.539768519	 8:0	 9:1
1	 1:.016528926	 2:.074074074	 3:0	 4:.017347222	 5:.333333333	 6:.54696667	 7:.0000393519	 8:0	 9:5
1	 1:.010416667	 2:.022222222	 3:0	 4:.9463125	 5:.6	 6:.993592814	 7:.9463125	 8:0	 9:5
1	 1:.4	 2:.126984127	 3:0	 4:.895656415	 5:.714285714	 6:.993592814	 7:.798887236	 8:.714285714	 9:7
1	 1:.016129032	 2:.015873016	 3:0	 4:.916030093	 5:.714285714	 6:.993592814	 7:.916030093	 8:0	 9:7
2	 1:.172131148	 2:.456521739	 3:1	 4:.551180556	 5:.608695652	 6:.993592814	 7:.550729167	 8:.976744186	 9:1
1	 1:.333333333	 2:.02173913	 3:0	 4:.740196759	 5:.608695652	 6:.993592814	 7:.740196759	 8:0	 9:1
1	 1:1	 2:.177777778	 3:0	 4:.185405093	 5:.6	 6:.993592814	 7:.144583333	 8:1	 9:5
1	 1:.28	 2:.155555556	 3:0	 4:.397465278	 5:.6	 6:.993592814	 7:.148861111	 8:1	 9:5
1	 1:.166666667	 2:.037037037	 3:0	 4:.997407407	 5:.333333333	 6:.54696667	 7:.997407407	 8:0	 9:5
1	 1:.157894737	 2:.4	 3:0	 4:.951923611	 5:0	 6:0	 7:.052277778	 8:.923076923	 9:5
1	 1:.363636364	 2:.533333333	 3:0	 4:.002962963	 5:0	 6:0	 7:.00281713	 8:.75	 9:5
1	 1:.022222222	 2:.066666667	 3:0	 4:.470326389	 5:0	 6:0	 7:.470326389	 8:0	 9:5
1	 1:.05	 2:.022222222	 3:0	 4:.0000046296	 5:.6	 6:.993592814	 7:.0000046296	 8:0	 9:5
1	 1:.125	 2:.022222222	 3:0	 4:.0000046296	 5:.6	 6:.993592814	 7:.0000046296	 8:0	 9:5
1	 1:.041666667	 2:.022222222	 3:0	 4:.0000185185	 5:.6	 6:.993592814	 7:.0000185185	 8:0	 9:5
1	 1:.010416667	 2:.015873016	 3:0	 4:.99495205	 5:.714285714	 6:.993592814	 7:.99495205	 8:0	 9:7
1	 1:.111111111	 2:.111111111	 3:0	 4:.0000069444	 5:0	 6:0	 7:.0000069444	 8:.6	 9:5
1	 1:.02173913	 2:.111111111	 3:0	 4:0	 5:0	 6:0	 7:0	 8:.833333333	 9:5
1	 1:.083333333	 2:.111111111	 3:0	 4:.0000138889	 5:0	 6:0	 7:.0000138889	 8:.888888889	 9:5
1	 1:.046153846	 2:.333333333	 3:0	 4:.395703704	 5:0	 6:0	 7:.000319444	 8:.923076923	 9:5
2	 1:.277777778	 2:.333333333	 3:1	 4:.105443673	 5:0	 6:0	 7:.105401235	 8:.571428571	 9:3
1	 1:.071428571	 2:.066666667	 3:0	 4:.453564815	 5:0	 6:0	 7:.453564815	 8:0	 9:3
1	 1:.055555556	 2:.066666667	 3:0	 4:.935590278	 5:0	 6:0	 7:.935590278	 8:0	 9:3
1	 1:.027777778	 2:.111111111	 3:0	 4:.007300926	 5:0	 6:0	 7:.007300926	 8:1	 9:5
1	 1:.007246377	 2:.111111111	 3:0	 4:.502469907	 5:0	 6:0	 7:.502469907	 8:.865671642	 9:5
1	 1:.03030303	 2:.111111111	 3:0	 4:.673321759	 5:0	 6:0	 7:.673321759	 8:.866666667	 9:5
1	 1:.045454545	 2:.071428571	 3:0	 4:.0000082672	 5:0	 6:0	 7:.0000082672	 8:0	 9:7
1	 1:.5	 2:.214285714	 3:0	 4:.000203373	 5:0	 6:0	 7:.000186839	 8:.5	 9:7
1	 1:.333333333	 2:.071428571	 3:0	 4:.0000181878	 5:0	 6:0	 7:.0000181878	 8:0	 9:7
2	 1:.235294118	 2:.571428571	 3:1	 4:.550502646	 5:0	 6:0	 7:.09208664	 8:1	 9:7
1	 1:.022222222	 2:.071428571	 3:0	 4:.963536706	 5:0	 6:0	 7:.963536706	 8:0	 9:7
1	 1:.01754386	 2:.125	 3:0	 4:.762502315	 5:0	 6:.993592814	 7:.762502315	 8:.793103448	 9:5
1	 1:.142857143	 2:.066666667	 3:0	 4:.23068287	 5:0	 6:0	 7:.23068287	 8:0	 9:7
2	 1:.555555556	 2:.625	 3:1	 4:.384236111	 5:0	 6:.993592814	 7:.020300926	 8:.333333333	 9:5
1	 1:.12195122	 2:.333333333	 3:0	 4:.813339947	 5:0	 6:0	 7:.811597222	 8:1	 9:7
1	 1:.066666667	 2:.045454545	 3:0	 4:.0000270062	 5:.181818182	 6:.995146071	 7:.0000270062	 8:0	 9:3
1	 1:.333333333	 2:.090909091	 3:0	 4:.0000501543	 5:.181818182	 6:.995146071	 7:.0000270062	 8:0	 9:3
1	 1:.058823529	 2:.045454545	 3:0	 4:.004332562	 5:.181818182	 6:.995146071	 7:.004332562	 8:0	 9:3
1	 1:.007246377	 2:.045454545	 3:0	 4:.059672068	 5:.181818182	 6:.995146071	 7:.059672068	 8:0	 9:3
1	 1:.022727273	 2:.045454545	 3:0	 4:.190462963	 5:.181818182	 6:.995146071	 7:.190462963	 8:0	 9:3
2	 1:.428571429	 2:.1875	 3:.5	 4:.037430556	 5:0	 6:0	 7:.037233796	 8:.75	 9:1
1	 1:.035087719	 2:.125	 3:0	 4:.047974537	 5:0	 6:0	 7:.047534722	 8:.866666667	 9:1
1	 1:.017241379	 2:.0625	 3:0	 4:.071203704	 5:0	 6:0	 7:.071203704	 8:0	 9:1
1	 1:.260869565	 2:.375	 3:0	 4:.805671296	 5:0	 6:0	 7:.187997685	 8:.8	 9:1
1	 1:.076923077	 2:.1875	 3:0	 4:.58619213	 5:0	 6:0	 7:.473796296	 8:.846153846	 9:1
1	 1:.013333333	 2:.032258065	 3:0	 4:.000162037	 5:.419354839	 6:.993528095	 7:.000162037	 8:0	 9:3
1	 1:.214285714	 2:.096774194	 3:0	 4:.150459105	 5:.419354839	 6:.993528095	 7:.017357253	 8:0	 9:3
1	 1:1	 2:.064516129	 3:0	 4:.044841821	 5:.419354839	 6:.993528095	 7:.044675926	 8:0	 9:3
1	 1:.090909091	 2:.032258065	 3:0	 4:.583341049	 5:.419354839	 6:.993528095	 7:.583341049	 8:0	 9:3
2	 1:.051948052	 2:.571428571	 3:.5	 4:.018796296	 5:0	 6:0	 7:.018460648	 8:.774193548	 9:1
1	 1:.047619048	 2:.125	 3:0	 4:.613791667	 5:0	 6:.993592814	 7:.613791667	 8:.846153846	 9:5
1	 1:.045454545	 2:.1	 3:0	 4:.676888228	 5:0	 6:0	 7:.676888228	 8:.833333333	 9:7
2	 1:.266666667	 2:.148148148	 3:.5	 4:.937780093	 5:.333333333	 6:.993592814	 7:.937534722	 8:.666666667	 9:5
2	 1:.098360656	 2:.4	 3:1	 4:.119449405	 5:0	 6:.993592814	 7:.119315476	 8:.833333333	 9:7
1	 1:.035714286	 2:.066666667	 3:0	 4:.22776455	 5:0	 6:.993592814	 7:.22776455	 8:0	 9:7
1	 1:.012084592	 2:.266666667	 3:0	 4:.853328373	 5:0	 6:.993592814	 7:.524778439	 8:.848214286	 9:7
1	 1:.25	 2:.111111111	 3:0	 4:.0000192901	 5:0	 6:0	 7:.0000192901	 8:.333333333	 9:3
1	 1:.010416667	 2:.037037037	 3:0	 4:.975305556	 5:.333333333	 6:.993592814	 7:.975305556	 8:0	 9:5
1	 1:.375	 2:.333333333	 3:0	 4:.907160494	 5:0	 6:0	 7:.907141204	 8:.75	 9:3
1	 1:.043478261	 2:.058823529	 3:0	 4:.474770172	 5:0	 6:0	 7:.474770172	 8:0	 9:7
1	 1:.166666667	 2:.0625	 3:0	 4:.344409722	 5:0	 6:0	 7:.344409722	 8:0	 9:7
1	 1:.052631579	 2:.0625	 3:0	 4:.421635251	 5:0	 6:0	 7:.421635251	 8:0	 9:7
1	 1:.014492754	 2:.125	 3:0	 4:.484255952	 5:0	 6:0	 7:.484229497	 8:.865671642	 9:7
1	 1:.086956522	 2:.105263158	 3:0	 4:.007654321	 5:.052631579	 6:0	 7:.007638889	 8:.866666667	 9:3
2	 1:.077922078	 2:.315789474	 3:1	 4:.144193673	 5:.052631579	 6:0	 7:.017889661	 8:.774193548	 9:3
1	 1:.042253521	 2:.157894737	 3:0	 4:.018391204	 5:.052631579	 6:0	 7:.007314815	 8:1	 9:3
1	 1:.125	 2:.043478261	 3:0	 4:.268874008	 5:.217391304	 6:0	 7:.268874008	 8:0	 9:7
1	 1:.022222222	 2:.043478261	 3:0	 4:.05426918	 5:.217391304	 6:0	 7:.05426918	 8:0	 9:7
1	 1:.157894737	 2:.130434783	 3:0	 4:.422883598	 5:.217391304	 6:0	 7:.267435516	 8:.75	 9:7
1	 1:.042253521	 2:.066666667	 3:0	 4:.987056327	 5:.6	 6:.993592814	 7:.899116512	 8:0	 9:3
2	 1:.348837209	 2:.666666667	 3:1	 4:.981963735	 5:.6	 6:.993592814	 7:.981736111	 8:.857142857	 9:3
2	 1:.6	 2:.411764706	 3:1	 4:.991705247	 5:.647058824	 6:.993592814	 7:.991412037	 8:1	 9:3
1	 1:.130434783	 2:.125	 3:0	 4:.83337963	 5:.25	 6:0	 7:.366261574	 8:.833333333	 9:1
1	 1:.025641026	 2:.041666667	 3:0	 4:.413368056	 5:.25	 6:0	 7:.413368056	 8:0	 9:1
1	 1:.071428571	 2:.066666667	 3:0	 4:.555071098	 5:0	 6:.993592814	 7:.555071098	 8:0	 9:7
1	 1:.25	 2:.066666667	 3:0	 4:.562265212	 5:0	 6:.993592814	 7:.562265212	 8:0	 9:7
2	 1:.081081081	 2:.5	 3:.5	 4:.021198743	 5:0	 6:0	 7:.021175595	 8:.75	 9:7
1	 1:.018518519	 2:.166666667	 3:0	 4:.634413029	 5:0	 6:0	 7:.634413029	 8:.806451613	 9:7
1	 1:.066666667	 2:.166666667	 3:0	 4:.9128125	 5:0	 6:0	 7:.9128125	 8:.7	 9:7
1	 1:.034482759	 2:.039215686	 3:0	 4:.933773148	 5:.647058824	 6:.993592814	 7:.933773148	 8:0	 9:3
1	 1:.04	 2:.130434783	 3:0	 4:.958125	 5:.217391304	 6:0	 7:.92083664	 8:.933333333	 9:7
1	 1:.038461538	 2:.086956522	 3:0	 4:.598511905	 5:.217391304	 6:0	 7:.228467262	 8:0	 9:7
1	 1:.025	 2:.019607843	 3:0	 4:.957708333	 5:.647058824	 6:.993592814	 7:.957708333	 8:0	 9:3
1	 1:.086956522	 2:.142857143	 3:0	 4:.006446759	 5:0	 6:0	 7:.003622685	 8:.8	 9:3
1	 1:.083333333	 2:.142857143	 3:0	 4:.0000347222	 5:0	 6:0	 7:.0000347222	 8:.875	 9:3
2	 1:.012084592	 2:.285714286	 3:1	 4:.018865741	 5:0	 6:0	 7:.018865741	 8:.848214286	 9:3
1	 1:.024590164	 2:.157894737	 3:0	 4:.907399691	 5:.052631579	 6:0	 7:.244714506	 8:.9	 9:3
1	 1:.076923077	 2:.052631579	 3:0	 4:.802731482	 5:.052631579	 6:0	 7:.802731482	 8:0	 9:3
1	 1:.25	 2:.1	 3:0	 4:.977944775	 5:0	 6:0	 7:.977944775	 8:1	 9:7
2	 1:.769230769	 2:.322580645	 3:1	 4:.885710979	 5:.419354839	 6:.993592814	 7:.885681217	 8:1	 9:7
1	 1:.058823529	 2:.055555556	 3:0	 4:.300791997	 5:0	 6:0	 7:.300791997	 8:0	 9:7
1	 1:.333333333	 2:.055555556	 3:0	 4:.407113095	 5:0	 6:0	 7:.407113095	 8:0	 9:7
2	 1:.059701493	 2:.222222222	 3:.5	 4:.664829696	 5:0	 6:0	 7:.414125331	 8:.806451613	 9:7
1	 1:.4	 2:.111111111	 3:0	 4:.488776455	 5:0	 6:0	 7:.488768188	 8:1	 9:7
1	 1:1	 2:.166666667	 3:0	 4:.675474537	 5:0	 6:0	 7:.417873677	 8:1	 9:7
1	 1:.142857143	 2:.125	 3:0	 4:.001558642	 5:0	 6:0	 7:.000509259	 8:.857142857	 9:3
1	 1:.111111111	 2:.125	 3:0	 4:.000875772	 5:0	 6:0	 7:.000432099	 8:.571428571	 9:3
1	 1:1	 2:.3125	 3:0	 4:.247249228	 5:0	 6:0	 7:.098510803	 8:1	 9:3
1	 1:.007246377	 2:.0625	 3:0	 4:.003244599	 5:0	 6:0	 7:.003244599	 8:0	 9:3
1	 1:.045454545	 2:.1	 3:0	 4:.011233466	 5:0	 6:0	 7:.011233466	 8:.777777778	 9:7
1	 1:.022222222	 2:.1	 3:0	 4:.044887566	 5:0	 6:0	 7:.044887566	 8:.727272727	 9:7
1	 1:.010416667	 2:.041666667	 3:0	 4:.419259259	 5:.25	 6:0	 7:.419259259	 8:0	 9:1
1	 1:.04	 2:.083333333	 3:0	 4:.43744213	 5:.25	 6:0	 7:.355902778	 8:0	 9:1
1	 1:.045454545	 2:.055555556	 3:0	 4:.000297068	 5:0	 6:0	 7:.000297068	 8:0	 9:3
1	 1:.081081081	 2:.166666667	 3:.5	 4:.108167438	 5:0	 6:0	 7:.098819444	 8:.857142857	 9:3
1	 1:.068965517	 2:.105263158	 3:0	 4:.057766204	 5:.052631579	 6:0	 7:.057766204	 8:1	 9:7
1	 1:.25	 2:.052631579	 3:0	 4:.077420635	 5:.052631579	 6:0	 7:.077420635	 8:0	 9:7
1	 1:.25	 2:.071428571	 3:0	 4:.586976852	 5:0	 6:0	 7:.586976852	 8:0	 9:5
1	 1:.012345679	 2:.052631579	 3:0	 4:.097698413	 5:.052631579	 6:0	 7:.097698413	 8:0	 9:7
2	 1:.25	 2:.5	 3:1	 4:.390881944	 5:0	 6:0	 7:.008548611	 8:.9	 9:5
1	 1:.044444444	 2:.076923077	 3:0	 4:.07838955	 5:.307692308	 6:0	 7:.078381283	 8:0	 9:7
1	 1:.016666667	 2:.038461538	 3:0	 4:.068237434	 5:.307692308	 6:0	 7:.068237434	 8:0	 9:7
1	 1:.066666667	 2:.115384615	 3:0	 4:.585284392	 5:.307692308	 6:0	 7:.585284392	 8:.833333333	 9:7
1	 1:1	 2:.333333333	 3:0	 4:.170416667	 5:0	 6:0	 7:.170300926	 8:1	 9:1
1	 1:.045454545	 2:.066666667	 3:0	 4:.0000810185	 5:0	 6:0	 7:.0000810185	 8:0	 9:1
